absences,accomodation,additional_work,admission_grade,age,alcohol_weekend,alcohol_workday,area_residency,attendance_classes,attendance_seminars,attendance_time,course,debtor,discussion_improves_interest,displaced,extra_curricular_activities,failures_past_classes,family_relationship,father_education,father_occupation,free_time,gender,go_out,guardian,health_status,impact_projects_activities,international,internet_access_home,listening_classes,marital_status,mother_education,mother_occupation,nationality,number_siblings,parental_marital_status,personal_classes,previous_education,previous_education_grade,previous_education_type,reading_frequency_non_scientific,reading_frequency_scientific,scholarship,size_family,special_needs,taking_notes_classes,target,transportation,travel_time,tuition_fees_up_to_date,want_take_higher_education,weekly_study_hours
-1,-1,-1,0.8,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,9,0.8,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6655,18,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,3,620,-1,-1,-1,7,0.69,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.595,20,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,7,6,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,6,620,-1,-1,-1,7,0.63,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.78,33,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,1,2,3,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.8184999999999999,35,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,4,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.65,27,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,11,0.65,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6154999999999999,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,4,620,-1,-1,-1,7,0.61,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.8,31,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,1,-1,-1,4,2,5,76,-1,-1,-1,7,0.8,-1,-1,-1,1,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6805,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.67,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6635,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.67,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6409999999999999,39,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,4,-1,0,-1,-1,-1,-1,1,-1,-1,4,7,4,498,-1,-1,-1,7,0.7,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6335000000000001,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.635,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.75,47,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.7815000000000001,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.715,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5805,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,5,-1,0,-1,-1,-1,-1,1,-1,-1,4,11,5,324,-1,-1,-1,7,0.575,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.619,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.765,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.73,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.7,39,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,17,0.7,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.6595,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.675,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.7070000000000001,20,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.665,-1,-1,-1,1,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.7,24,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,5,620,-1,-1,-1,3,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.575,27,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.84,29,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5065,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.613,21,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,4,620,-1,-1,-1,7,0.625,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.7084999999999999,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,11,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,7,0.67,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6615000000000001,19,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.755,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5585,19,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.56,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.4935,28,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.6,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.7,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,4,-1,0,-1,-1,-1,-1,1,-1,-1,4,2,5,678,-1,-1,-1,7,0.7,-1,-1,-1,0,-1,0,-1,99,-1,-1,0,-1,-1
-1,-1,-1,0.7,23,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,11,5,-1,0,-1,-1,-1,-1,1,-1,-1,4,11,3,324,-1,-1,-1,7,0.7,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.5035000000000001,39,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,2,2,5,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.669,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.715,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5,59,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,1,-1,-1,1,2,5,76,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.9,30,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,11,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,14,3,620,-1,-1,-1,14,0.9,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.654,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,5,620,-1,-1,-1,7,0.68,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.7,41,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,9,0.7,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.531,27,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.628,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.705,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5875,20,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,4,620,-1,-1,-1,7,0.605,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.6125,32,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,3,620,-1,-1,-1,11,0.6,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.6645,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,3,620,-1,-1,-1,7,0.645,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.515,41,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,4,620,-1,-1,-1,3,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.535,38,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,6,-1,0,-1,-1,-1,-1,0,-1,-1,2,2,6,620,-1,-1,-1,7,0.5,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.5,35,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,5,-1,1,-1,-1,-1,-1,1,-1,-1,4,10,3,724,-1,-1,-1,11,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.5,27,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,4,-1,0,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6565000000000001,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.695,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.611,18,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.625,-1,-1,-1,0,-1,0,-1,49,-1,-1,0,-1,-1
-1,-1,-1,0.5920000000000001,39,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,0,620,-1,-1,-1,5,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.5,37,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,11,0.5,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.55,37,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,3,5,-1,0,-1,-1,-1,-1,0,-1,-1,6,3,5,620,-1,-1,-1,7,0.55,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.5,35,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,0,-1,-1,1,-1,0,620,-1,-1,-1,7,0.6655,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.531,49,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.615,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.55,52,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,11,0.55,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6114999999999999,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5625,30,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.6655,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.4905,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.485,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.701,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.718,18,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,3,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,4,620,-1,-1,-1,7,0.695,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6729999999999999,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.75,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.634,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,7,0.705,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5,20,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,11,3,-1,1,-1,-1,-1,-1,1,-1,-1,4,11,3,76,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.65,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,3,620,-1,-1,-1,7,0.685,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.568,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.58,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.7,20,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,9,0.7,-1,-1,-1,0,-1,0,-1,49,-1,-1,0,-1,-1
-1,-1,-1,0.53,20,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,7,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.53,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.633,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,4,620,-1,-1,-1,7,0.675,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6535,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.72,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.5295000000000001,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.54,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.685,19,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,7,3,-1,0,-1,-1,-1,-1,1,-1,-1,4,2,5,678,-1,-1,-1,7,0.685,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.5,37,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,1,-1,-1,4,2,5,724,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.5720000000000001,45,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,7,0.605,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6,38,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,2,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.595,55,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,2,6,-1,1,-1,-1,-1,-1,0,-1,-1,7,2,6,620,-1,-1,-1,3,0.65,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.55,28,-1,-1,-1,-1,-1,0,11,1,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,6,2,5,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.6,46,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,6,2,4,620,-1,-1,-1,11,0.6,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.599,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.655,-1,-1,-1,0,-1,1,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6779999999999999,46,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,1,2,5,620,-1,-1,-1,2,0.6655,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.6035,28,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.5,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6815000000000001,18,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.655,-1,-1,-1,0,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.8215,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.79,-1,-1,-1,1,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.746,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.73,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6125,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,11,3,-1,0,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.665,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.5,34,-1,-1,-1,-1,-1,3,11,0,-1,0,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.625,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.595,-1,-1,-1,1,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.655,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,0,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.66,-1,-1,-1,1,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.61,20,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,9,5,620,-1,-1,-1,7,0.65,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6565000000000001,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,4,-1,0,-1,-1,-1,-1,0,-1,-1,4,3,4,620,-1,-1,-1,7,0.66,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.585,21,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,11,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.59,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.595,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.63,22,-1,-1,-1,-1,-1,3,11,0,-1,1,-1,-1,-1,2,-1,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.67,-1,-1,-1,0,-1,0,-1,99,-1,-1,1,-1,-1
-1,-1,-1,0.6,23,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,4,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,9,0.6,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.778,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,7,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,11,3,620,-1,-1,-1,7,0.86,-1,-1,-1,0,-1,0,-1,0,-1,-1,1,-1,-1
-1,-1,-1,0.614,18,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,3,620,-1,-1,-1,7,0.6,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6365,19,-1,-1,-1,-1,-1,0,11,1,-1,1,-1,-1,-1,2,3,-1,1,-1,-1,-1,-1,0,-1,-1,4,3,5,620,-1,-1,-1,7,0.645,-1,-1,-1,1,-1,0,-1,0,-1,-1,0,-1,-1
-1,-1,-1,0.5920000000000001,19,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,3,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,5,620,-1,-1,-1,7,0.59,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.6405,19,-1,-1,-1,-1,-1,0,11,0,-1,0,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,7,3,620,-1,-1,-1,7,0.635,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
-1,-1,-1,0.495,22,-1,-1,-1,-1,-1,0,11,0,-1,1,-1,-1,-1,2,5,-1,1,-1,-1,-1,-1,0,-1,-1,4,2,5,620,-1,-1,-1,7,0.6655,-1,-1,-1,0,-1,0,-1,49,-1,-1,1,-1,-1
